TIENDA,SHOPIFY_ID,NOMBRE,PRECIO,TALLAS,IMAGEN_URL,ACTIVO,STOCK
MANDARINA,7914697687133,Camiseta Urban Style Bad Dog,19.99,"S, M, L, XL, 2XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/perro_Mesadetrabajo1.jpg?v=1746661668,TRUE,10
MANDARINA,7914698211421,Camiseta Urban Style ARRRG,19.99,"S, M, L, XL, 2XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/oversize3-02.jpg?v=1746661668,TRUE,10
MANDARINA,7914993909853,Chaqueta Daruma,35.00,"XS, S, M, L, XL, 2XL, 3XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/WhatsAppImage2025-05-28at15.39.52.jpg?v=1748550642,TRUE,10
MANDARINA,7920608968797,Hoodie Personalizado Mascota,35.00,"3XL, 2XL, XL, L, M, S, XS",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/WhatsAppImage2025-06-10at08.09.45_3.jpg?v=1749561052,TRUE,10
MANDARINA,7921904123997,Hoodie Deadpool Edicion Limitada,30.00,Default Title,https://cdn.shopify.com/s/files/1/0689/5832/2781/files/DEADPOOL_Mesadetrabajo1.png?v=1749768596,TRUE,10
MANDARINA,7922289901661,Chompas Varsity Personalizadas PROMO 2025,35.00,"2XL, XL, L, M, S, XS, 3XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/PROMO_Mesadetrabajo1.png?v=1749833721,TRUE,10
MANDARINA,7923740803165,Digimon Camiseta WarGreymon,19.99,"2XL, XL, L, M, S, XS, 3XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/CAMISETASATAKONTITAN-03.png?v=1750134267,TRUE,10
MANDARINA,7923741065309,Camiseta Gabumon Digimon,19.99,"2XL, XL, L, M, S, XS",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/CAMISETASATAKONTITAN-04.png?v=1750134422,TRUE,10
MANDARINA,7926767943773,Chaqueta de Ben 10,35.00,"XL, L, M, S, XS",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/NUEVOSDISENOSmichaelstarsheild-02.png?v=1750652040,TRUE,10
MANDARINA,7930586333277,Camiseta de Superman 2025,19.99,"De 5 a 9 Anos, XL, L, M, S, XS",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/SUPERMAN_Mesadetrabajo1.jpg?v=1751086136,TRUE,10
MANDARINA,7930586398813,Camiseta de Superman 2025 Black,19.99,"De 5 a 9 Anos, XL, L, M, S, XS",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/SUPERMAN-03.jpg?v=1751086305,TRUE,10
MANDARINA,7930586759261,Camiseta de Superman Krypto,19.99,"De 5 a 9 Anos, XL, L, M, S, XS",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/SUPERMAN-04.jpg?v=1751086308,TRUE,10
MANDARINA,7930586923101,Camiseta de Superman Lois Clark,19.99,"De 5 a 9 Anos, XL, L, M, S, XS",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/SUPERMAN-06.jpg?v=1751086310,TRUE,10
MANDARINA,7930586988637,Camiseta de Superman Comic,19.99,"De 5 a 9 Anos, XL, L, M, S, XS",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/SUPERMAN-05.jpg?v=1751086312,TRUE,10
MANDARINA,7931392688221,Chaqueta Superman,35.00,"3XL, 2XL, XL, L, M, S, XS",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/CHAQUETASSUPERMAN_Mesadetrabajo1.jpg?v=1751289077,TRUE,10
MANDARINA,7934496997469,Camisetas de Samurai X,19.99,"2XL, XL, L, M, S, XS, De 5 a 9 Anos",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/ZAMURAIX-02_0f537ff1-a257-4fca-ba06-55c6bb26296d.jpg?v=1751821201,TRUE,10
MANDARINA,7936801046621,Chaqueta Blue Ranger,39.99,"S, M, L, XL, 2XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/BLUE_RANGER_Mesa_de_trabajo_1.png?v=1752239793,TRUE,10
MANDARINA,7936804225117,Chaqueta Yellow Ranger,39.99,"S, M, L, XL, 2XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/YELLOW_RANGER_Mesa_de_trabajo_1.png?v=1752239679,TRUE,10
MANDARINA,7940597383261,Buzo Snoopy Rockstar Edicion Limitada,19.99,"De 5 a 9 Anos, XS, S, M, L, XL, 2XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/WhatsAppImage2025-07-15at17.48.03_1.jpg?v=1752715740,TRUE,10
MANDARINA,7946135896157,Pantaloneta Dragon Ball Z,15.00,"S, M, L, XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/PANTALONETAS_Mesadetrabajo1.png?v=1753905346,TRUE,10
MANDARINA,7946160406621,Pantaloneta Pokemon,15.00,"S, M, L, XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/pokemon_Mesadetrabajo1.png?v=1753909838,TRUE,10
MANDARINA,7946527178845,Pantaloneta One Piece,15.00,"S, M, L, XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/ONEPIECE_Mesadetrabajo1.png?v=1753991715,TRUE,10
MANDARINA,7950964260957,Pantalonetas de Digimon,15.00,"XS, S, M, L, XL, 2XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/DIGIMON-03.png?v=1754674329,TRUE,10
MANDARINA,7951101853789,Pantaloneta Demon Slayer,15.00,"XS, S, M, L, XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/ONEPIECE2-02.png?v=1754690314,TRUE,10
MANDARINA,7951112437853,Pantalonetas de Naruto,15.00,"XS, S, M, L, XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/naruto_Mesadetrabajo1.png?v=1754693693,TRUE,10
MANDARINA,7952753786973,Chaqueta Club Misterio Streetwear,35.00,"XS, S, M, L, XL, 2XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/ClubMisterio_Mesadetrabajo1.png?v=1755042782,TRUE,10
MANDARINA,7953111646301,Hoodie de Mumm-Ra,25.00,"XS, S, M, L, XL, 2XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/MUMRA_RAISE_Mesa_de_trabajo_1.png?v=1755127732,TRUE,10
MANDARINA,7957332787293,Pantaloneta Attack on Titan,15.00,"XS, S, M, L, XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/W1-06.png?v=1755903295,TRUE,10
MANDARINA,7971574480989,Hoodie One Piece Luffy y su tripulacion,30.00,"XS, S, M, L, XL, 2XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/HOODIEONEPIECE_Mesadetrabajo1.png?v=1757710204,TRUE,10
MANDARINA,7971599384669,Hoodie Marvel Zombies Spiderman,30.00,"XS, S, M, XL, 2XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/MARVELZOMBIES_Mesadetrabajo1.png?v=1757714138,TRUE,10
MANDARINA,7971618259037,Hoodie Marvel Zombies Capitan America,30.00,"XS, S, M, XL, 2XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/MARVEL_ZOMBIES_-_cap-02.png?v=1757718260,TRUE,10
MANDARINA,7976799469661,Chaqueta Pokemon Charizard,35.00,"XS, S, M, L, XL, 2XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/CHAQUETASPOKEMON_Mesadetrabajo1.png?v=1758511207,TRUE,10
MANDARINA,7976799535197,Chaqueta Pokemon Pokebola,35.00,"XS, S, M, L, XL, 2XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/CHAQUETAS_POKEMON-02.png?v=1758511363,TRUE,10
MANDARINA,7976799633501,Chaqueta Pokemon Bulbasaur,35.00,"XS, S, M, L, XL, 2XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/CHAQUETAS_POKEMON-03.png?v=1758511419,TRUE,10
MANDARINA,7976799699037,Chaqueta Pokemon Squirtle,35.00,"XS, S, M, L, XL, 2XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/CHAQUETAS_POKEMON-04.png?v=1758511478,TRUE,10
MANDARINA,7976800092253,Chaqueta Pokemon Haunter,35.00,"XS, S, M, L, XL, 2XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/CHAQUETASPOKEMON-05.png?v=1758511627,TRUE,10
MANDARINA,7977312518237,Chaqueta Coraje el Perro Cobarde,30.00,"De 5 a 9 Anos, XS, S, M, L, XL, 2XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/CORAJE_Mesadetrabajo1.png?v=1758594038,TRUE,10
MANDARINA,7977321562205,Chaqueta Johnny Bravo,35.00,"De 5 a 9 Anos, XS, S, M, L, XL, 2XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/JHONYBRAVO-02.png?v=1758595290,TRUE,10
MANDARINA,7977324937309,Chaqueta CatDog,35.00,"De 5 a 9 Anos, XS, S, M, L, XL, 2XL",https://cdn.shopify.com/s/files/1/0689/5832/2781/files/CATDOG-03.png?v=1758596189,TRUE,10
